ID,Description,Asset,Failure,Date,Title,Problem Code,Cause Code,Action Code
CTRAC0100,"Eng Finding: Several valves on the LP side of C307 took step changes in temperature on the weekend of 4/20/12, resulting in the 1st Stage LP – HE discharge valves to reach the Danger alarm (290 deg. F) and the 2nd and 3rd Stage LP – HE suction valves to reach Alert alarms (130 deg. F).  Leaks on all three cylinders are confirmed in the PV curves in System 1.  The machine was left running and will be shut down 4/24/12 for the work to begin 4/25/12.  It is recommended to replace all the valves in the 1st, 2nd and 3rd Stage LP cylinders.  The 1st and 3rd Stage LP valves have been in service since the 2011 Major outage (approx.10 months), and the 2nd Stage LP valves were last replaced during the 1/26/12 outage (3 months).

The three cylinders on the HP side of the machine currently do not show evidence of leaking valves based upon their PV curves and temperatures in System 1.  However, due to the age of the 2nd and 3rd Stage HP valves – 9 months and 10 months, respectively – consideration was given to replace them during this outage.  The 1st Stage HP valves have been in service since December 2011 (4.5 months) and would also be replaced proactively during the outage to complete the machine.

Around the time the coker shutdown, a different temperature gas was sent over which had more liquid knocked out.  HN 6-15-12

Ops Finding: ",C-307,1,4/26/2012,,,,
CTRAC0102,"Eng Finding: Machine tripped on KO high level AC 6-15-12

Instument not properly shielded causes false indication.  Liquid was in the pot, but the nuclear sensor was receiving input from another source.  HN 6-15-12

Ops Finding: At approximately 4:30pm the console received a high level alarm on the 3rd stage HP KO drum. Operator was notified of the alarm. While the operator was on his way out to the compressor, it shut down. The shut down alarm was 37LH420D on the 3rd stage HP side of C307.
IMPACT: 599068",C-307,1,5/14/2012,,,,
CTRAC0103,"Eng Finding: Tripped on KO drum high level due to false indication from nuclear sensor.  AC 6-15-12

Ops Finding: ",C-307,1,5/23/2012,,,,
CTRAC0106,"Eng Finding: 2HP valve failure believed to be due to liquid/debris. - AC 7/3/12

Recent step changes in temperatures and leakage of the 2nd Stage HP South CE suction valve has limited the capacity of the C307 and at times has caused the 1st Stage discharge RV to lift.  There was also an increase in temperature on the 2nd Stage HP South CE discharge valve, supporting something passed through the machine (i.e. liquid or debris).  It is recommended to replace all of the valves in the cylinder and repair the 1st Stage HP discharge PSV4063.  The valves have been in service for approximately 62 days.  

In addition to the 2nd Stage HP valves, the 2nd Stage LP HE suction valves are leaking as well.  These valves were noted to be leaking upon start up on at the beginning of May 2012.  It is also recommended to replace all of the valves in the cylinder during this outage.  These valves have been in service for approximately 62 days. 

Ops Finding: ",C-307,1,7/1/2012,,,,
CTRAC0107,"Eng Finding: Update from valve spreadsheet.  Failed 2HP, 2LP, and 3LP valves.  HN 10-5-12

Ops Finding: ",C-307,1,9/24/2012,,,,
CTRAC0109,"Eng Finding: Failed 3HP Discharge Valve.  Current theory is that the less wet gas coming to the machine causes sticktion in the valves because of the ISO460 oil.  Currently working 6 month plan to decrease oil viscosity.  HN 12/7/12

Ops Finding: ",C-307,1,10/24/2012,,,,
CTRAC0110,"Eng Finding: Shut down to install clamp on 3LP suction bottle liquid boot.  HN 12/7/12

Ops Finding: ",C-307,1,11/16/2012,,,,
CTRAC0111,"Eng Finding: • Primary objective for this outage is to replace valves on 2HP
o On Monday 11/26 the CE Suction South valve experienced a 20F step change upward in temperature to about 125F.  The PV also shifted slightly and unfiltered vibration jumped from 0.5g to 2g during the CE compression stroke.
• 2LP valves will be replaced
o There has been a steady trend upward in discharge temperature and PV-indicated leakage on the head end valves.  They have been in service for 80+ days, which is currently in the normal range of failure.  Springs failed.
• 3LP valves will be replaced
o The PV and vibration trend indicate increase suction valve leakage.

@nd stage valves are belived to be failing due to high impact velocities because of high lift.  HN 3/1/13

Ops Finding: ",C-307,1,12/8/2012,,,,
CTRAC0136,"Eng Finding: The Southwest suction valve on the 2nd Stage LP – CE took a step change increase in temperature on the evening of 2/27/12.  The suction valve is running approximately 140-145 deg. F, ~35 deg. F higher than the other suction valves in the cylinder.  The machine is currently running and has not lifted the RV.  The step change in temperature does not mean an immediate failure, but based the historical data it may lead to a bigger issue in the near future.  It is recommended to replace all the valves in the cylinder.  Also, further evaluation in System 1 revealed that the 1st Stage LP West discharge valve also had increased temperatures and seems to be leaking.  Again, it is recommended to replace all of the valves in the cylinder.  Both sets of valves have been in service since the beginning of August 2011 (6 months).

In addition to those issues, the inner packing on the 3rd Stage HP has elevated in temperature recently climbing close to 150 deg. F (Alarm @ 150F), and given the opportunity of the machine being down it is recommended to be replaced.  While working the piston and rod assembly and replacing the packing, it is also recommended to replace the piston rings and rider bands in the 3rd Stage HP due to the length of service (2.5+ years).  The valves for the cylinder are recommended to be replaced since we are going into the cylinder, even though there are no signs of a failure.

Ops Finding: ",C-308,1,3/5/2012,,,,
CTRAC0137,"Eng Finding: Tripped on x-head vibration while it was being unloaded.  Not enough data to determine root cause.  Restarted with no issue.  AC 6-15-12

Suspect unloaders are sticking and all opening up at once.  Finding from trip in June.  HN 7-10-12

Ops Finding: C307 was returned to service, and we unloaded the HP side of C308.  Once the machine was unloaded C308 shut down due to high vibrations, which caused us to load up C457 and C307 to maintain pressure.  When C457 and C307 were loaded, RVs began to lift and both machines
IMPACT: 596705",C-308,1,5/3/2012,,,,
CTRAC0140,"Eng Finding: Tripped on x-head vibration while it was being unloaded.  Believed to be issue with unloader sticking and unloading several pockets at once.  Same issue occurred 5/3/12.  Machine was restarted with slightly elevated xhead vibrations, but settled out back to normal levels once loaded.  Unloaders will be repaired during next outage.  AC 7-1-12

is this a premature failure of the unloaders or has it been >a major cycle since they were worked?  HN 8-3-12

There is no unloader work hisotry from 1-1-11 to this trip.  They were overhauled in July2012 in response to this trip.  HN 10-8-12

Ops Finding: During the start up of C457. While unloading C308 the machine tripped off due to High vibrations on 1st stage HP. This caused a flaring event and busted HP flare seal DP.
IMPACT:609544",C-308,1,6/26/2012,,,,
CTRAC0141,"Eng Finding: 3HP and 2HP valve failure believed to be due to liquid/debris. - AC 7/3/12

Prior to shutting down C307 for a maintenance outage C308 was loaded up early Sunday 7/1/12 morning.  Upon doing so, it appears the head end suction valve on the 3rd Stage HP cylinder failed.  It is recommended to replace all of the valves in the cylinder.  The valves have been in service for approximately 118 days.  With the failure of the 3HP suction valve the 2nd Stage HP discharge valves have seen an increase in temperature as well.  The head end valve temperatures have climbed past the Danger (290 deg. F), reaching 309 deg. F. These valves have been in service 222 days and will be replaced.  With such elevated temperature there is a concern for rider damage.  The rider bands and piston rings are recommended to be replaced.

Additional recommended work scope items include the scope of a basic PM.  This includes the replacement of valves for all 4 additional cylinders, replacement of the piston and rod assembly on the 3rd Stage LP due to leaking piston rings, a crosshead inspection on the 1st Stage HP due to a knock and repair of the 1st Stage unloaders.

Ops Finding: ",C-308,1,7/3/2012,,,,
CTRAC0142,"Eng Finding: 3LP ring failure due to side clearance being installed 0.020"" outside of tolerance.  Found liner >0.060"" worn over the original bore.  Had to replace liner.  Still troubleshooting liner failure.  HN 10-31-12

Ops Finding: ",C-308,1,10/14/2012,,,,
CTRAC0143,"Eng Finding: Shut down to replace 3LP valves due to failed HE suction.  Suction valve had failed springs and dicharge valve was cut due to spring material.  Current theory is that the less wet gas coming to the machine causes sticktion in the valves because of the ISO460 oil.  Currently working 6 month plan to decrease oil viscosity.  HN 12/7/12

Ops Finding: ",C-308,1,11/15/2012,,,,
CTRAC0181,"Eng Finding: 

Ops Finding: While shutting down C-457 recip compressor, the RV on C-307 2nd cyl LP (PSV-3324) began lifting to the HP flare.  this caused a Tier 1 exceedence on the High pressure flare seal drum delta pressure.  the HP flare seal drum dp tier 1 was exceeded for 17 minutes, between 17:24 and 17:41pm.
IMPACT: 571831",C-457,1,1/23/2012,,,,
CTRAC0182,"Eng Finding: 

Ops Finding: Due to a high liquid level in the 2nd cyl. dischg. HP K/O drum of C-457, C-457 recip commpressor shutdown
IMPACT: 578145",C-457,1,2/17/2012,,,,
CTRAC0183,"Eng Finding: The Southeast discharge valve on the 1st Stage HP – CE took a step change increase in temperature on the evening of 4/17/12, reaching 290 deg. F and hitting the Danger Alarm.  The RV did not lift, but the cylinder was unloaded and the machine continues to run.  Being unloaded, the discharge valve is currently running at approximately 220 deg. F.  It is recommended to replace all the valves in the cylinder.  The valves have been in service since the mid-September 2011 outage (7 months).

Ops Finding: ",C-457,1,4/24/2012,,,,
CTRAC0185,"Eng Finding: 2HP Suction Valve Failure.

Both HE suction valves on the 2nd Stage HP cylinder have failed and have limited the machine’s ability to load up the HP side.  The step changes occurred shortly after the 4/26/12 startup.  It is recommended to replace all the valves in the cylinder.  The valves have been in service since the mid-September 2011 outage (8 months).  

Ops Finding: ",C-457,1,5/24/2012,,,,
CTRAC0186,"Eng Finding: Tripped on KO drum high level

Ops Finding: C-457 shutdown due to a hi level in the HP 2nd stage discharge KO Drum. There is no DCS indication on this drum and the pre-alarm to DCS didn't trigger. The 1st alarm was the compressor S/D alarm.
IMPACT: 601901",C-457,1,5/27/2012,,,,
CTRAC0187,"Eng Finding: 3LP valve failure due to liquid/debris. 

At approximately 10:35 pm on 06/20/12 – 2.5 hours after start up – C457 experienced a failure of the 3rd Stage head end discharge valve.  This valve failure resulted in the 2nd Stage LP Discharge RV (PSV0134) to relieve to the flare, causing the machine to be shut down.  It is recommended to replace all of the valves in the 3rd Stage LP cylinder as well as to replace the RV.  The valves have been in service for 234 days.   - AC 6/29/12

Ops Finding: ",C-457,1,6/20/2012,,,,
CTRAC0188,"Eng Finding: 1st Stage LP head end discharge valve failure.  Valve cap temperatures reached 360 deg. F. (Danger @ 290 deg. F.).  Valves first showed signs of failing in the beginning of June 2012, but it was elected push off the repair until the annual PM outage.  All valves in the cylinder will be replaced.  Also, there is a knock on the 1LP cylinder due to a loose piston nut.  The piston rod assembly will be replaced.

Ops Finding: ",C-457,1,7/20/2012,,,,
CTRAC0190,"Eng Finding: 3LP ring failure due to side clearance being installed 0.020"" outside of tolerance.  HN 10-31-12

Ops Finding: ",C-457,1,10/3/2012,,,,
CTRAC0191,"Eng Finding: High liquid level 1st stage LP KO drum.  Happended 1 day after we closed in on the trap gas bypasses to troubleshoot a cylinder to cylinder DP issue.  HN 10-31-12

Ops Finding: ",C-457,1,10/12/2012,,,,
CTRAC0192,"Eng Finding: Failed 2HP suction valve.  The Moppet looked fine from the outside, but the spring was broken.  Found spring material in the bottom of the discharge on the valve cover.  HN 10-31-12

Ops Finding: ",C-457,1,10/30/2012,,,,
CTRAC0194,"Eng Finding: Shut down machine because of step chagne in PV, temperature, and vibration on 1LP Discharge valves.  2LP valves were also changed based on the fact that they were about 110 days old, which is a long life for 2nd stage these days.  Inspection showed only one failed 1st stage discharge valve, but badly damaged 2nd stage valves.  All of the 2LP head end valves failed the leak test, and all the suction valves had broken springs and disks.  The 2nd stage discharge disks were damaged from obvious spring material being lodged in between the disk and the cartridge.  We are currently considering a spring metalurgy change for all valves in the machine to elgiloy, and a new design 2nd stage with 3 valves per suction and discharge instead of 2 with lift reduced from 0.1"" to 0.05"".  HN 12/7/12

Ops Finding: ",C-457,1,11/12/2012,,,,
CTRAC0099,"Eng Finding: Compressor was shutdown 2/27 AM and left on standby due to unit upset and reduce rates.  Machine was put back in service the same evening after unit was lined out and rates were increased.

Ops Finding: ",C-307,1,2/27/2012,,,,
CTRAC0101,"Eng Finding: Machine shut down due to C301 Trip and HDC shut down.

Ops Finding: ",C-307,1,5/10/2012,,,,
CTRAC0138,"Eng Finding: Machine shut down due to C301 Trip and HDC shut down.

Ops Finding: ",C-308,1,5/10/2012,,,,
CTRAC0139,"Eng Finding: Unit rate reduction allowed the machine to be shutdown but available.

Ops Finding: ",C-308,1,5/17/2012,,,,
CTRAC0184,"Eng Finding: Machine shut down due to C301 Trip and HDC shut down.

Ops Finding: ",C-457,1,5/10/2012,,,,
CTRAC0211,"Eng Finding: Compressor shutdown and not needed due to reduced rates from sulphur shed. - DFW 4/7/2015

Ops Finding: ",C-457,1,3/26/2015,,,,
CTRAC0083,"Eng Finding: : S/D for HDC TA.  Work not performed until later.  MJL 7/2/2015

Durign shutdown, there was a few seconds of delay between the time the dump valves opened and the trip valve shut.  

Ops Finding: : ",C-300,0,5/4/2015,,,,
CTRAC0084,"Eng Finding: : Planned maintenance work during HDC T/A.  T&T overhaul, gland condenser replacement, and uncoupling.  MJL 7/2/2015

Ops Finding: : ",C-300,0,6/1/2015,,,,
CTRAC0085,"Eng Finding: : Maintenance work complete.  Awaiting TOST.  MJL 7/2/2015

Ops Finding: : ",C-300,0,6/7/2015,,,,
CTRAC0088,"Eng Finding: : TA Carryover. BM 8/11/2015

Ops Finding: : ",C-300,0,7/1/2015,,,,
CTRAC0089,"Eng Finding: : SDBA due to refinery wide power outage. BM 2/4/2016

Ops Finding: : ",C-300,0,1/21/2016,,,,
CTRAC0093,"Eng Finding: : S/D for HDC T/A.  Work scope included compressor bearing and seal replacement, turbine overhaul and re-rate, and high velocity oil system flush.  MJL 6/11/2015

Ops Finding: : ",C-301,0,5/16/2015,,,,
CTRAC0094,"Eng Finding: : Carryover planned maintenance work.  MJL 7/6/2015

Ops Finding: : ",C-301,0,6/1/2015,,,,
CTRAC0095,"Eng Finding: : TA Carryover. BM 8/11/2015

Attempts made to turnover the compressr but turbine vacuum could not be maintainted. We eventually installed the original hogger jet. And turned the compressor over to Operations. - PT 9/11/2015

Ops Finding: : ",C-301,0,7/1/2015,,,,
CTRAC0097,"Eng Finding: : SDBA due to refinery wide power outage. BM 2/4/2016

Ops Finding: : ",C-301,0,1/21/2016,,,,
CTRAC0104,"Eng Finding: : Shutdown but available.  HDC at reduced rates.

Ops Finding: : ",C-307,0,5/26/2012,,,,
CTRAC0105,"Eng Finding: : Shutdown but available.  HDC at reduced rates due to PtR-4 outage

Ops Finding: : ",C-307,0,6/1/2012,,,,
CTRAC0108,"Eng Finding: : Carryover from 9/24.  HN 10-37-12

Ops Finding: : ",C-307,0,10/1/2012,,,,
CTRAC0112,"Eng Finding: : 

Ops Finding: : Down but available per the business team.  HN 3/13/13",C-307,0,12/8/2012,,,,
CTRAC0114,"Eng Finding: : C0307 was shutdown on 5/7/2014 @ 21:11 due to PTR4 outage. - DFW 5/12/2014

C0307 was restarted on 5/27/2014 @ 18:22 after PTR4 reactor work. - DFW 5/30/2014

Ops Finding: : ",C-307,0,5/7/2014,,,,
CTRAC0116,"Eng Finding: : Compressor was shutdown to replace failed 2LP valves on the HE.  Was found that discharge valve directly below suction valve had also failed.  - DFW 8/6/2014

Suction valves were coated in abrasive iron pyrite again. - DFW 1/6/2015

Ops Finding: : ",C-307,0,8/4/2014,,,,
CTRAC0117,"Eng Finding: : C0307 shutdown to complete TA switchgear work.  3HP Piston assembly, 1LP, 3LP and 3HP valves changed during downtime. - DFW 11/4/2014

Ops Finding: : ",C-307,0,10/26/2014,,,,
CTRAC0118,"Eng Finding: : Carryover from F01.  DFW 12/12/2014

Ops Finding: : ",C-307,0,11/1/2014,,,,
CTRAC0120,"Eng Finding: : 

Ops Finding: : Compressor was allowed to stay down for repairs from above trip. That time when it was kept down is classified as a FO2.",C-307,0,11/23/2014,,,,
CTRAC0121,"Eng Finding: : • The primary reason for this outage is to replace 3LP valves and 3HP pressure packing.  All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets 

Machinery
• 3LP valves will be replaced.
• 2LP valves will be replaced.
• 3HP pressure packing, wiper packing, and valves will be replaced.
• 2HP pressure packing inspection.
• Stroke unloaders to verify operation.

Fixed Equipment
• FE Tag #3111.17 – 3LP Trap Level Controller – Packing Leak

Instrumentation and Electrical
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.
• Perform offline SCI checks that are due before TA.

Operations
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
• Operations to wash through KO level bridles and instrument nozzles.

Liquid carryover into compressor suction damages compressor valves.  MJL 4/24/2015

Ops Finding: : ",C-307,0,1/11/2015,,,,
CTRAC0123,"Eng Finding: : SDBA.  Compressor shutdown due to PTR4 trip. - DFW 4/7/2015

Ops Finding: : ",C-307,0,4/2/2015,,,,
CTRAC0124,"Eng Finding: : Machinery
• 3LP valves will be replaced.
• 3HP valves will be replaced.
• Torque all valve covers 1LP, 2LP 1HP, and 2HP.
• Stroke unloaders to verify operation.

Instrumentation and Electrical
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.

Operations
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
• Operations to wash through KO level bridles and instrument nozzles.

Liquid carryover into the compressor suction results in valve damage.  MJL 5/5/2015

Ops Finding: : ",C-307,0,4/13/2015,,,,
CTRAC0125,"Eng Finding: : SDBA for HDC TA.  MJL 7/6/2015

Ops Finding: : ",C-307,0,5/11/2015,,,,
CTRAC0126,"Eng Finding: : Carryover SDBA for HDC TA.  MJL 7/6/2015

Ops Finding: : ",C-307,0,6/1/2015,,,,
CTRAC0128,"Eng Finding: : SDBA after valve change complete.  MJL 7/6/2015

Ops Finding: : ",C-307,0,6/19/2015,,,,
CTRAC0134,"Eng Finding: : SDBA due to refinery wide power outage. BM 2/4/2016

Ops Finding: : ",C-307,0,1/21/2016,,,,
CTRAC0144,"Eng Finding: : • The primary reason for this outage is to replace failed 3LP valves.  Replace all 3LP valves, 2HP discharge RV and 2LP discharge RV. All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets
o 3LP 3oo3 - 1/3/14
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
• Operations to wash through KO level bridles and instrument nozzles.
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.
• Change-out 2LP Discharge RV (HC0169)
• Change-out 2HP Discharge RV (HC0171)


Ops Finding: : ",C-308,0,1/3/2014,,,,
CTRAC0145,"Eng Finding: : Shutdown for C308 Major Inspection. - DFW 2/4/2014

Ops Finding: : ",C-308,0,1/16/2014,,,,
CTRAC0146,"Eng Finding: : Carryover for C0308 major.  - DFW 3/3/2014

Ops Finding: : ",C-308,0,2/1/2014,,,,
CTRAC0147,"Eng Finding: : Carryover for major inspection. - DFW 4/1/2014

Ops Finding: : ",C-308,0,3/1/2014,,,,
CTRAC0148,"Eng Finding: : Carryover Major Inspection.  DFW 5/6/2014

Ops Finding: : ",C-308,0,4/1/2014,,,,
CTRAC0149,"Eng Finding: : Carryover for C308 major inspection until discharge bottle drain repaired on 5/21 - DFW 6/16/2014

Ops Finding: : ",C-308,0,5/1/2014,,,,
CTRAC0150,"Eng Finding: : Shutdown but available following major inspection. - DFW 6/16/2014

Ops Finding: : ",C-308,0,5/21/2014,,,,
CTRAC0151,"Eng Finding: : Carryover SDBA.  SDS 7/1/2014

Ops Finding: : ",C-308,0,6/1/2014,,,,
CTRAC0155,"Eng Finding: : Carryover - DFW 8/31/2014

Ops Finding: : ",C-308,0,8/1/2014,,,,
CTRAC0156,"Eng Finding: : Carryover from resupporting HP side cylinders and associated air runs. - DFW 10/7/2014

Ops Finding: : ",C-308,0,9/1/2014,,,,
CTRAC0159,"Eng Finding: : Carryover F01.  DFW 11/4/2014

Ops Finding: : ",C-308,0,10/1/2014,,,,
CTRAC0165,"Eng Finding: : • The primary reason for this outage is to replace failed 2LP and 3LP valves.  Replace all 2LP and 3LP valves. All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets
o 3LP CE Suction and HE Discharge Valve Leak 
o 2LP HE Suction Valve Leak
Scope Summary
• Replace all 2LP valves.
• Replace all 3LP valves.
• Measure 3HP crosshead clearance.
• Remove 3HP and 3LP Suction bottle boot for cleaning and inspection.
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
• Operations to wash through KO level bridles and instrument nozzles.
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.
• Insulate Suction Bottle Heat Tracing TI’s

Rev. 1 Additions
• Roll 1HP suction bottle boot trap valve for line cleaning (South side of machine).
• Roll 2HP suction bottle boot trap valve for line cleaning (South side of machine).


Ops Finding: : ",C-308,0,2/21/2015,,,,
CTRAC0167,"Eng Finding: : SDBA for HDC TA.  MJL 7/6/2015

Ops Finding: : ",C-308,0,5/13/2015,,,,
CTRAC0168,"Eng Finding: : Carryover SDBA for HDC TA.  MJL 7/6/2015

Ops Finding: : ",C-308,0,6/1/2015,,,,
CTRAC0170,"Eng Finding: : SDBA after valve change complete.  MJL 7/6/2015


Ops Finding: : ",C-308,0,6/17/2015,,,,
CTRAC0176,"Eng Finding: : Because both the LP and HP sides of the compressor were unloaded, the compression ratio increases were more sensitive to trap blow downs. The compressor traps were put into local control after this trip. The lowering suction pressure causes the 3rd stage compression ratio to increase. The cross head vibraiton is increasing with the increase of the comrpession ratio - PT11/8/2015

The compressor is set up with an automatic trap blow down. In this case the compressor tried to blow down while it was unloaded which casued the compression ratio to increase and it triped on vibration. Operations will try to limit the amount of time that the compressor is unloaded to prevent this from happening again. In addition, engineering is progressing 2 methods that will help dampen crosshead vibration: 1) grout in the crosshead guide, & 2) add suplimental oil to the crosshead guide. - PT 11/10/2015

Ops Finding: :  
   Incident Description:    At 4:46 PM, C308 alarm on high liquid level in HP 3rd Stage so 37LC406 opens wide open to clear liquid level per controller design. At 4:47 PM, a West Recip Trouble Alarm 37XA064 occurs and about a second later a West Recip Shutdown alarm indicating C308 shutdown. Operators immediately reported that C308 shutdown due to high vibration on 3rd Stage HP side while going through alarm panel and Bentley system. This occur yesterday around the same time on the same machine and on the same liquid trap.   
      

   Executive Summary:    C308 shutdown due to HP 3rd Stage high vibrations.   
      

   Immediate Corrective Actions Taken:    Determine root cause that shutdown C308 and immediately contact on call Rotating Engineer for an approval for restart. C308 was restarted and unit is on recovery mode.   
      

   Recommended Actions:    Place all liquid trap on Local control and increase rounds on C308 liquid traps to prevent machine from shutting down due to liquid trap opening wide open.   
      

   Key Learnings:    C307 3rd Stage HP liquid trap build liquid level and trap 37LC106 open wide open to clear liquid with no shut down impact of machine. 
 
",C-308,0,10/4/2015,,,,
CTRAC0177,"Eng Finding: : Operators tried to blowdown the KO pot by manually openning the bypass and then closing it back off to where it was at prior.  During the blowdown the compression ratio increased to the point that the crosshead vibration tripped the compressor. 
The compressor was left down until we were sure of the root cause. on the start up we fully loaded. This decreased the initial compression ratio. - PT 11/8/2015

The operators tried to blow down the traps while the compressor was unloaded which casued the compression ratio to increase and it triped on vibration. Operations will try to limit the amount of time that the compressor is unloaded to prevent this from happening again. In addition, engineering is progressing 2 methods that will help dampen crosshead vibration: 1) grout in the crosshead guide, & 2) add suplimental oil to the crosshead guide. - PT 11/10/2015

Ops Finding: : ",C-308,0,10/5/2015,,,,
CTRAC0179,"Eng Finding: : SDBA due to refinery wide power outage. BM 2/4/2016

Ops Finding: : ",C-308,0,1/21/2016,,,,
CTRAC0180,"Eng Finding: : Carryover SDBA from refinery wide power outage. PT 3/9/2016

Ops Finding: : ",C-308,0,2/1/2016,,,,
CTRAC0189,"Eng Finding: : 

Ops Finding: : Carryover from 7/20 trip",C-457,0,8/1/2012,,,,
CTRAC0193,"Eng Finding: : Carryover

Ops Finding: : ",C-457,0,11/1/2012,,,,
CTRAC0195,"Eng Finding: : Carryover from 12/15.  C307 was started up for prove out after outage was complete.  C457 was shutdown because additional capacity was not required by unit conditions. - DFW 1/7/2014

Ops Finding: : ",C-457,0,1/1/2014,,,,
CTRAC0196,"Eng Finding: : • The primary reason for this outage is to replace 3LP and 3HP cylinder valves.  The 1st stage LP valve unloader will also be repaired.  All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets 
• 3LP valves will be replaced.
• 3HP valves will be replaced.
• 1LP valve unloader repair/overhaul.
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
• Operations to wash through KO level bridles and instrument nozzles.
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.
• Instrumentation to inspect/repair 2HP West Crosshead vibration transducer.
• Change-out 2HP Discharge RV (HC0190).


Ops Finding: : ",C-457,0,1/9/2014,,,,
CTRAC0197,"Eng Finding: : • The primary reason for this outage is to replace 2LP and 3LP cylinder valves.  All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets 
• 2LP valves will be replaced.
• 3LP valves will be replaced.
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
• Operations to wash through KO level bridles and instrument nozzles.
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.
• Instrumentation to replace 2HP West Crosshead vibration transducer.

2lp suction valves and inlet manifold full of pyrite again. - DFW 3/3/2014

Ops Finding: : ",C-457,0,2/17/2014,,,,
CTRAC0199,"Eng Finding: : C0457 was shutdown on 5/8/2014 @ 01:16 due to PTR4 outage. - DFW 5/12/2014

Ops Finding: : ",C-457,0,5/8/2014,,,,
CTRAC0200,"Eng Finding: : Carryover SDBA?  MJL 7/1/2014

Hours updated - DFW 1/6/2015

Ops Finding: : ",C-457,0,6/1/2014,,,,
CTRAC0202,"Eng Finding: : Carryover - DFW 8/11/2014

Ops Finding: : ",C-457,0,7/1/2014,,,,
CTRAC0203,"Eng Finding: : • The primary reason for this outage is to replace 3LP cylinder valves.  
o 3LP Valves were replaced and restarted 7/2/14
o Valve failed 7/17/14
o There were several liquid signature events in the PV during the run
• All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets 
• 3LP valves will be replaced.
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.


Ops Finding: : ",C-457,0,7/21/2014,,,,
CTRAC0204,"Eng Finding: : Replaced 3 broken tie bars on first stage, 3LP valves and resealed 3HP head gasket.  3LP valves were not leaking, but had been historical limit in 2014 due to liquid.  

The middle tie bar over the 1st stage web was broken at the inner edge of the frame.  This appeared to have a torsional break which could be explained by improper installation or fitment.  The tie bars on either side of this one broke also (#1 and #2 main bearing).  This is sympathetic to the initial web tie bar failure.  - DFW 12/15/2014

Ops Finding: : ",C-457,0,11/8/2014,,,,
CTRAC0209,"Eng Finding: : • The primary reason for this outage is to replace failed 3LP valves.  All 3LP valves will be replaced.  All new valves will have Elgiloy springs installed.  It is required that these valves be stamped with the parts information from TF Hudgins as agreed, and recorded on the valve inspection sheets 

Machinery
• 3LP valves will be replaced.

Instrumentation and Electrical
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.

Operations
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
• Operations to wash through KO level bridles and instrument nozzles.


Ops Finding: : ",C-457,0,3/5/2015,,,,
CTRAC0212,"Eng Finding: : Carryover SDBA - DFW 3/18/2015

Ops Finding: : ",C-457,0,4/1/2015,,,,
CTRAC0213,"Eng Finding: : Scope summary
Machinery
• 2LP valves will be replaced.
• 3LP valves will be replaced.
• 3HP valves will be replaced.
• Torque all valve covers 1LP, 1HP, and 2HP.

Fixed Equipment
• Coat two LP header nipples with paint spec A (per attached drawings)

Instrumentation and Electrical
• Replace 2HP West Crosshead Transducer Cable
• Instrumentation to repair/replace all bad order TI’s after machinery work is complete.

Operations
• Operations to wash through suction KO drain and pulsation bottle drain lines until clean.
o Mechanical to support as needed.
• Operations to wash through KO level bridles and instrument nozzles.

Liquid carryover into compressor suction causes damage to compressor valves.  Situation is aggravated by contamintated suction and interstage systems.  MJL 5/5/2015

Ops Finding: : ",C-457,0,4/5/2015,,,,
